ICAO;IATA;Name;Country
NZYW;;;
OAAD;;;
OAAK;;;
OAAS;;;
OABD;;;
OABG;;;
OABK;BIN;Bamiyan ;AF
OABN;;;
OABR;;;
OABS;;;
OABT;BST;BOST/LASHKAR GAH;AF
OACB;;;
OACC;CCN;CHAKHCHARAN;AF
OADD;;;
OADF;;;
OADV;;;
OADW;;;
OADZ;DAZ;Darwaz;AF
OAEK;;;
OAEM;;;
OAEQ;;;
OAFG;;;
OAFR;FAH;Farah ;AF
OAFZ;FBD;FEYZABAD;AF
OAGA;;;
OAGD;;;
OAGL;;;
OAGM;;;
OAGN;GZI;Ghazni Airport;AF
OAGS;;;
OAGZ;GRG;Gardez Airport;AF
OAHE;;;
OAHJ;;;
OAHN;;;
OAHR;HEA;HERAT;AF
OAIX;;BAGRAM;AF
OAJL;JAA;JALALABAD;AF
OAJS;;;AF
OAJW;;;
OAKA;;;
OAKB;KBL;KABUL INTL;AF
OAKD;;;
OAKG;;;
OAKJ;;;
OAKL;;;
OAKM;;;
OAKN;KDH;KANDAHAR;AF
OAKR;;;
OAKS;KHT;Khost ;AF
OAKT;;;
OAKZ;;;
OALG;;;
OALL;;;
OALN;;;
OAMK;;;
OAMN;MMZ;MAIMANA;AF
OAMS;MZR;MAZAR-E SHARIF;AF
OAMT;;;
OANR;;;
OANS;;;
OAOB;;;
OAOG;URN;Urgoon Airport;AF
OAOO;;;
OAPG;;;
OAPJ;;;
OAQA;;QALAT;
OAQD;;;
OAQK;;;
OAQM;;;
OAQN;LQN;QALA-I-NAW;AF
OAQQ;;;
OAQR;;;
OARG;;;
OARM;;;
OARP;;;
OASA;;SHARANA;
OASB;;;
OASD;;SHINDAND;AF
OASG;;SHEBERGHAN;AF
OASK;;;
OASL;;SALERNO (SALAM);
OASM;;;
OASN;SGA;Sheghnan;AF
OASP;;;
OASR;;;
OASS;;;
OAST;;;
OATD;;;
OATG;;;
OATK;;;
OATN;;TEREEN/TARIN KOWT;
OATQ;TQN;Taluquan Airport;AF
OATW;;;
OATZ;;;
OAUZ;UND;KONDUZ;AF
OAWU;;;
OAWZ;;;
OAYQ;;;
OAZB;;;AF
OAZG;;;AF
OAZI;;CAMP BASTION;
OAZJ;ZAJ;Zaranj Airport;AF
OBBI;BAH;Bahrain, Bahrain - Muharraq International Airport;BH
OBBS;;Shaikh Isa, Bahrain - Military;BH
ODAS;;;
OEAA;;;
OEAB;AHB;ABHA;SA
OEAD;;ARADAH;
OEAH;HOF;AL AHSA;SA
OEAZ;;;
OEBA;ABT;AL BAHA;SA
OEBH;BHH;BISHA;SA
OEBN;;THABLOTIN;
OEBQ;;ABQAIQ;
OEBT;;BATHA;
OEDF;DMM;DAMMAM/KING FAHD INTL;SA
OEDM;;AL-DAWADMI/PRINCE SALMAN BIN ABDULAZIZ;
OEDR;DHA;DHAHRAN/KING ABDULAZIZ AB;SA
OEDW;;;SA
OEGH;;;
OEGN;GIZ;JAZAN/KING ABDULLAH BIN ABDULAZIZ;SA
OEGS;ELQ;GASSIM;SA
OEGT;URY;GURIAT;SA
OEHL;HAS;HAIL;SA
OEHR;;HARAD;
OEHW;;HAWTAH;
OEJB;QJB;JUBAIL;SA
OEJD;;;SA
OEJF;;KING FAISAL NAVAL BASE;
OEJL;;;
OEJN;JED;JEDDAH/KING ABDULAZIZ INTL;SA
OEKH;;;
OEKJ;;;
OEKK;KMC;KING KHALID MILITARY CITY;SA
OEKL;;;
OEKM;KMX;KHAMIS MUSHAIT/KING KHALED AB;SA
OEKN;;KHURAIS;
OEKR;;;
OEMA;MED;MADINAH/PRINCE MOHAMMED BIN ABDULAZIZ INTL;SA
OEMK;QCA;Bus Service ;SA
OENG;EAM;NEJRAN;SA
OENR;;NARIYA;
OEPA;HBT;QAISUMAH/HAFR AL-BATIN;SA
OEPC;;PUMP STATION 3;
OEPF;;PUMP STATION 6;
OEPI;;PUMP STATION 9;
OEPJ;;PUMP STATION 10;
OEPK;;IPSA 3;
OEPS;;PRINCE SULTAN AIRBASE/AL-KHARJ;SA
OEQF;;;
OERB;;RABIGH;
OERF;RAH;RAFHA;SA
OERK;RUH;RIYADH/KING KHALID INTL;SA
OERM;;RAS MISHAB;
OERR;RAE;ARAR;SA
OERT;;RAS TANURA;
OERY;OEY;RIYADH AIR BASE;SA
OESB;;SHAIBAH;
OESH;SHW;SHARURAH;SA
OESK;AJF;AL JOUF;SA
OESL;;;
OEST;;SHABITAH;
OETB;TUU;TABUK;SA
OETF;TIF;TAIF;SA
OETH;;THUMAMA;
OETN;;RAS TANAJIB;
OETR;TUI;TURAIF;SA
OEUD;;UDHAILIYAH;
OEUM;;UMM LEJJ;
OEWD;WAE;WADI AL DAWASIR;SA
OEWJ;EJH;WEJH;SA
OEYN;YNB;YENBO;SA
OEZL;;ZULFI;
OIAA;ABD;ABADAN;IR
OIAB;;;
OIAD;;DEZFUL;
OIAE;;;
OIAG;AKW;AGHAJARI;IR
OIAH;GCH;GACHSARAN;IR
OIAI;QMJ;MASJED SOLEIMAN/ SHAHID ASYAEE;IR
OIAJ;OMI;OMIDIYEH;IR
OIAK;;;
OIAL;;;
OIAM;MRX;BANDAR MAHSHAHR;IR
OIAN;;;
OIAR;;;
OIAS;;;
OIAT;;;
OIAW;AWZ;AHWAZ;IR
OIBA;AEU;ABUMUSA ISLAND;IR
OIBB;BUZ;BUSHEHR;IR
OIBC;;;
OIBD;;;
OIBF;;;
OIBG;;;
OIBH;IAQ;BAHREGAN;IR
OIBI;YEH;ASALOYEH;IR
OIBJ;;JAM / JAM;
OIBK;KIH;KISH ISLAND;IR
OIBL;BDH;BANDAR LENGEH;IR
OIBM;;;
OIBN;;;
OIBP;;PARS SPECIAL ZONE/PERSIAN GULF (KHALIJE-FARS);
OIBQ;KHK;KHARK ISLAND;IR
OIBS;SXI;SIRRI ISLAND;IR
OIBT;;;
OIBV;LVP;LAVAN ISLAND;IR
OIBX;;;
OICA;;;
OICB;;;
OICC;KSH;KERMANSHAD / SHAHID ASHRAFI ESFAHANI;IR
OICD;;;
OICE;;;
OICF;;;
OICG;;;IR
OICH;;;
OICI;IIL;ILAM;IR
OICJ;;;
OICK;KHD;KHORAM ABAD;IR
OICL;;;
OICM;;;
OICN;;;
OICO;;;
OICP;;;
OICQ;;;
OICR;;;
OICS;SDG;SANANDAJ;IR
OICT;;;
OICU;;;
OICX;;;
OICY;;;
OICZ;;;
OIFA;;;
OIFB;;;
OIFC;;;
OIFD;;;
OIFE;IFH;ESFAHAN/HESA;IR
OIFG;;;
OIFH;;ESFAHAN/SHAHID VATAN POUR AIR BASE;
OIFI;;;
OIFJ;;;
OIFK;;KASHAN;IR
OIFL;;;
OIFM;IFN;ESFAHAN / SHAHID BEHESHTI INTL;IR
OIFN;;;
OIFO;;;
OIFP;;BADR AIR BASE;
OIFQ;;;
OIFR;;;
OIFS;CQD;SHAHRE KORD;IR
OIFT;;;
OIFU;;;
OIFV;;;
OIFW;;;
OIFY;;;
OIFZ;;;
OIGA;;;
OIGF;;;
OIGG;RAS;RASHT/SARDAR-E-JANGAL;IR
OIGH;;;
OIGK;;;
OIGL;;;
OIGM;;;
OIGN;;;
OIGP;;;
OIGR;;;
OIGT;;;
OIGU;;;
OIHA;;;
OIHB;;;
OIHD;;;
OIHF;;;
OIHG;;;
OIHH;HDM;Hamadan, Iran;IR
OIHJ;;;
OIHM;;;
OIHN;;;
OIHQ;;;
OIHR;AJK;ARAK;IR
OIHS;NUJ;Hamadan, Iran - Nogeh - Military;IR
OIHT;;;
OIHU;;;
OIIA;;Ghazvin Azadi, Iran;IR
OIIC;;KUSHKE NOSRAT;
OIID;;DOSHAN TAPPEH;
OIIE;IKA;TEHRAN/IMAM KHOMAINI INTERNATIONAL;IR
OIIF;;;
OIIG;;TEHRAN / GHALE MORGHI;
OIIH;;;
OIII;THR;TEHRAN / MEHRABAD INTL;IR
OIIJ;;;
OIIK;;Ghazvin, Iran;IR
OIIM;;KARAJ/NAJA;
OIIN;;;
OIIP;;KARAJ / PAYAM;
OIIQ;;;
OIIR;;;
OIIS;;;IR
OIIT;;;
OIIU;;;
OIIV;;;
OIIW;;;
OIKA;;;
OIKB;BND;Bandar Abbas International Airport, Iran;IR
OIKD;;;
OIKE;;;
OIKF;;;
OIKI;;;
OIKJ;JYR;JIROFT;IR
OIKK;KER;KERMAN;IR
OIKM;BXR;BAM;IR
OIKN;;;
OIKO;;;
OIKP;;Havadarya, Iran - Military;IR
OIKQ;GSM;GHESHM ISLAND / DAYRESTAN;IR
OIKR;RJN;RAFSANJAN;IR
OIKS;;;
OIKT;;;
OIKU;;;
OIKW;;;
OIKX;;;
OIKY;SYJ;SIRJAN;IR
OIKZ;;;
OILO;;;
OIMB;XBJ;BIRJAND;IR
OIMC;CKT;SARAKHS;IR
OIMD;;;
OIME;;;
OIMF;;;
OIMG;;;
OIMH;;;IR
OIMI;;;
OIMJ;;SHAHROUD;
OIMK;;;
OIML;;;
OIMM;MHD;MASHHAD INTL;IR
OIMN;BJB;BOJNORD;IR
OIMO;;;
OIMP;;;
OIMQ;;;
OIMR;;;
OIMS;AFZ;SABZEVAR;IR
OIMT;TCX;TABAS;IR
OIMU;;;
OIMV;;;
OIMW;;;
OIMX;;;
OIMY;;;
OIMZ;;;
OINA;;;
OINB;;;
OINC;;;
OIND;;;
OINE;KLM;KALALEH;IR
OING;GBT;GORGAN;IR
OINH;;;
OINI;;;
OINJ;BSM;BISHE KOLA;IR
OINK;;;
OINL;;;
OINM;;;
OINN;;NOSHAHR;
OINO;;;
OINP;;;
OINQ;;;
OINR;RZR;RAMSAR;IR
OINS;;;
OINT;;;
OINV;;;
OINY;;;
OINZ;SRY;SARI/DASHT-E-NAZ;IR
OISA;;;IR
OISB;;;
OISC;;;
OISD;;;
OISE;;;
OISF;FAZ;FASA;IR
OISH;;;
OISI;;;
OISJ;JAR;JAHROM;IR
OISK;;;
OISL;LRR;LAR;IR
OISM;;;
OISN;;;
OISO;;;
OISP;;;
OISQ;;;
OISR;LFM;LAMERD;IR
OISS;SYZ;SHIRAZ DASTGHAIB INTL;IR
OIST;;;
OISU;;;
OISW;;;
OISX;;;
OISY;YES;YASOUJ;IR
OISZ;;;
OITA;;;
OITB;;;
OITC;;;
OITD;;;
OITE;;;
OITF;;;
OITG;;;
OITH;;;
OITI;;;
OITJ;;;
OITK;KHY;KHOY;IR
OITL;ADU;ARDABIL;IR
OITM;;MARAGHEH / SAHAND;
OITN;;;
OITO;;;
OITP;PFQ;PARSABADE MOGHAN;IR
OITQ;;;
OITR;OMH;UROMIYEH;IR
OITS;;;IR
OITT;TBZ;TABRIZ INTL;IR
OITU;;;
OITV;;;
OITW;;;
OITX;;;
OITY;;;
OITZ;JWN;ZANJAN;IR
OIYA;;;
OIYB;;;
OIYC;;;
OIYD;;;
OIYF;;;
OIYK;;;
OIYM;;;
OIYN;;;
OIYQ;;;
OIYR;;;
OIYT;;;
OIYY;AZD;YAZD / SHAHID SADOOGHI;IR
OIYZ;;;
OIZA;;;
OIZB;ACZ;ZABOL;IR
OIZC;ZBR;CHAH BAHAR;IR
OIZD;;;
OIZE;;;
OIZG;;;
OIZH;ZAH;ZAHEDAN INTL;IR
OIZI;IHR;IRAN SHAHR;IR
OIZJ;;;IR
OIZK;;;
OIZL;;;
OIZM;;;
OIZN;;;
OIZO;;;
OIZP;;;
OIZR;;;
OIZS;;SARAVAN / NATIONAL;
OIZT;;;
OIZY;;;
OJAC;;;JO
OJAF;;;JO
OJAI;AMM;QUEEN ALIA INTL;JO
OJAM;ADJ;AMMAN MARKA INTL;JO
OJAQ;AQJ;AQABA / KING HUSSEIN INTL;JO
OJBD;QIR;Off-Line Point;JO
OJHF;;;JO
OJHR;;;JO
OJJO;;;JO
OJMF;OMF;King Hussein Airport;JO
OJMN;MPQ;Maan Airport;JO
OJZZ;;;JO
OKAJ;;;
OKAS;;;
OKBK;KWI;KUWAIT INTL;KW
OLBA;BEY;RAFIC HARIRI INTERNATIONAL AIRPORT-BEIRUT;LB
OLKA;KYE;KLEYATE/RENE MOUAWAD AIRPORT;LB
OLRA;;RAYAK;LB
OMAA;AUH;ABU DHABI INTL;AE
OMAB;;BUHASA;AE
OMAC;;;
OMAD;AZI;Bateen Airport;AE
OMAF;;FUTAYSI;
OMAH;;;
OMAJ;;JEBEL DHANA;
OMAL;AAN;AL AIN INTL;AE
OMAM;DHF;Al Dhafra, United Arab Emirates ;AE
OMAQ;;QARNAYN;
OMAR;;ARZANAH;
OMAS;;DAS ISLAND;
OMAZ;;ZIRKU;
OMBY;;;
OMDB;DXB;DUBAI INTL;AE
OMDL;;;
OMDM;NHD;Minhad Military Airport;AE
OMFJ;FJR;FUJAIRAH INTL;AE
OMRJ;;AL JAZEIRAH;
OMRK;RKT;RAS AL KHAIMAH INTL;AE
OMRS;;AL SAQR FIELD;
OMSJ;SHJ;SHARJAH INTL;AE
OMSN;;;
OMUQ;QIW;UMM AL QUWAIN;AE
OOBB;;;
OOBR;RMB;BURAMI;OM
OOFD;;FAHUD;OM
OOFQ;;FIRQ;
OOGB;;QARN ALAM;
OOHA;;HAIMA;
OOIA;;;
OOII;;;
OOIZ;;IZKI;
OOJN;;;
OOKB;KHS;KHASAB;OM
OOLK;;;
OOMA;MSH;MASIRAH;OM
OOMK;;MUKHAIZNA;
OOMS;MCT;MUSCAT/ SEEB INTERNATIONAL;OM
OOMX;OMM;MARMUL;OM
OONR;;;
OONZ;;;
OORQ;;;
OOSA;SLL;SALALAH;OM
OOSH;;;OM
OOSQ;;SAIQ;OM
OOSR;SUH;SUR;OM
OOTH;;;OM
OPAB;;;
OPBG;;;
OPBL;;;
OPBN;BNP;BANNU;PK
OPBR;;;
OPBW;BHV;BAHAWALPUR;PK
OPCH;CJL;CHITRAL;PK
OPCL;;;
OPCR;;;
OPCT;;;
OPDB;;DALBANDIN;
OPDD;;;
OPDG;DEA;DERA GHAZI KHAN;PK
OPDI;DSK;DERA ISMAIL KHAN;PK
OPDK;;;
OPFA;LYP;FAISALABAD INTL;PK
OPGD;GWD;GWADAR;PK
OPGT;GIL;GILGIT;PK
OPJA;JAG;SHAHBAZ AB;PK
OPJI;JIW;JIWANI;PK
OPKA;;;
OPKC;KHI;KARACHI / JINNAH INTL;PK
OPKD;HDD;Hyderabad ;PK
OPKE;;;
OPKF;;;
OPKH;KDD;KHUZDAR;PK
OPKK;;;
OPKL;;;
OPKN;;;
OPKT;OHT;Kohat Airport;PK
OPLA;LHE;LAHORE / ALLAMA IQBAL INTL;PK
OPLH;;;PK
OPLL;;;
OPMA;;;
OPMF;MFG;MUZAFFARABAD;PK
OPMI;MWD;Mianwali;PK
OPMJ;MJD;MOENJODARO;PK
OPMK;;;
OPMN;;;
OPMR;;;
OPMS;;;
OPMT;MUX;MULTAN;PK
OPNH;WNS;NAWABSHAH;PK
OPNK;;;
OPOK;;;
OPOR;ORW;ORMARA;PK
OPPC;PAJ;PARACHINAR;PK
OPPG;PJG;PANJGUR;PK
OPPI;PSI;PASNI;PK
OPPN;;;
OPPS;PEW;PESHAWAR;PK
OPPT;;;
OPQS;;;
OPQT;UET;QUETTA;PK
OPRK;RYK;RAHIM YAR KHAN;PK
OPRN;ISB;BENAZIR BHUTTO INTL AIRPORT;PK
OPRQ;;;
OPRS;;;PK
OPRT;RAZ;RAWALAKOT;PK
OPSB;SBQ;Sibi;PK
OPSD;KDU;SKARDU;PK
OPSF;;;
OPSK;SKZ;SUKKUR;PK
OPSN;;;
OPSP;;;
OPSR;;;PK
OPSS;SDT;SAIDU SHARIF;PK
OPST;SKT;SIALKOT;PK
OPSU;;;
OPSW;SWN;Sahiwal Airport;PK
OPTA;;;
OPTH;;;
OPTT;;;
OPTU;TUK;TURBAT INTL;PK
OPWN;;;
OPZB;PZH;ZHOB;PK
ORAA;;AL ASAD;IQ
ORAI;;AL ISKANDARARIYAH NEW AIRPORT;
ORAN;;AL NUMANIYAH AIRPORT;
ORAQ;;AL QAIM LANDING ZONE;
ORAT;;AL TAQADDUM AIRPORT;
ORBB;BGW;Al Muthana;IQ
ORBC;;;
ORBI;SDA;BAGHDAD INTERNATIONAL AIRPORT;IQ
ORBM;OSM;MOSUL AIRPORT;IQ
ORBR;;BASHUR;
ORBS;;;IQ
ORER;EBL;ERBIL INTERNATIONAL AIRPORT;IQ
ORJA;;JALIBAH SOUTHEAST AIRPORT;
ORKK;KIK;KIRKUK AIRPORT;IQ
ORMM;BSR;BASRAH INTERNATIONAL AIRPORT;IQ
ORMS;;;IQ
ORQT;;QASR TALL MIHL AIRPORT;
ORQW;;QAYYARAH WEST AIRPORT;
ORRW;;KOREAN VILLAGE;
ORSH;;AL SAHRA;
ORSU;ISU;SULAYMANIYAH AIRPORT;IQ
ORTF;;TALL AFAR AIRFIELD;
ORTI;;AL TAJI;
ORTK;;;IQ
ORTL;;ALI BASE AIRFIELD;IQ
ORUB;;UBAYDAH BIN AL JARRAH;
ORUQ;;UMM QASR AIRPORT;
ORWH;;WASHINGTON ARMY HELIPORT;
OSAP;ALP;ALEPPO / INTL;SY
OSDI;DAM;DAMASCUS / INTL;SY
OSDZ;DEZ;DEIR ZZOR;SY
OSKL;KAC;KAMISHLY;SY
OSLK;LTK;LATAKIA/BASSEL AL ASSAD INTL;SY
OSPR;PMS;PALMYRA;SY
OTBD;DOH;DOHA / DOHA INTERNATIONAL;QA
OTBH;XJD;AL UDAID;QA
OTBK;;AL KHOR;
OYAA;ADE;Aden International Airport;YE
OYAB;;;YE
OYAK;;;
OYAT;AXK;ATAQ;YE
OYAW;;AIWAH;
OYBD;;AL-BAYDA;
OYBI;;;
OYBN;BHN;BEIHAN;YE
OYBQ;BUK;AL-BOUGH;YE
OYBR;;AL-ABR;
OYBS;EAB;ABBS;YE
OYGD;AAY;AL GHAIDAH;YE
OYHB;;HAREIB;
OYHD;HOD;HODEIDAH INTL;YE
OYHF;;;
OYHR;;;
OYHT;;BIR-HAT;
OYHZ;;HAZIR;
OYKM;KAM;KAMARAN;YE
OYKS;;AL-KHASHAA;
OYMB;MYN;MARIB;YE
OYMC;;;YE
OYMF;;AL-MAFRAQ;
OYMK;;;YE
OYMN;;MAYUN/PARIM;
OYMO;;;
OYMS;UKR;MUKEIRAS;YE
OYOQ;;AL-OQLAH;
OYQN;IHN;QISHN;YE
OYRM;;RUMAH;
OYRN;RIY;MUKALLA/INTL;YE
OYRT;;BARAT;
OYSF;;;
OYSH;SYE;SAADAH;YE
OYSN;SAH;SANAA INTL;YE
OYSQ;SCT;SOCOTRA/MOORI;YE
OYSU;;SANAU;
OYSY;GXF;SAYUN/INTL;YE
OYTF;;THUFF;
OYTH;;THAMUD;
OYTZ;TAI;TAIZ/INTL;YE
OYZM;;AL-HAZM;YE
OYZQ;;ZOQAR;
PAAK;AKB;ATKA;US
PAAP;;;US
PAAQ;PAQ;PALMER MUNI;US
PABA;BTI;BARTER ISLAND LRRS;US
PABE;BET;BETHEL;US
PABG;;;
PABI;DJN;ALLEN AAF;US
PABL;BKC;BUCKLAND;US
PABM;BMX;BIG MOUNTAIN;US
PABN;IBN;;US
PABR;BRW;WILEY POST-WILL ROGERS MEM;US
PABT;BTT;BETTLES;US
PABV;ESP;BIRCHWOOD;US
PACD;CDB;COLD BAY;US
PACK;;;
PACL; ;CLEAR;US
PACP;;;US
PACR;;;US
PACS;;Cape Sarichef Afs ;US
PACT;;;
PACV;CDV;MERLE K (MUDHOLE) SMITH;US
PACY;;;US
PACZ;CZF;CAPE ROMANZOF LRRS;US
PADE;;;US
PADK;ADK;ADAK;US
PADL;DLG;Dillingham, Alaska, United States;US
PADQ;KDK;KODIAK MUNI;US
PADT;;;US
PADU;DUT;UNALASKA;US
PADY;KKH;Kongiganak;US
PAEA;;;
PAEC;;;US
PAED;EDF;ELMENDORF AFB;US
PAEG;;;
PAEH;EHM;CAPE NEWENHAM LRRS;US
PAEI;EIL;EIELSON AFB;US
PAEL;;;US
PAEM;EMK;EMMONAK;US
PAEN;ENA;KENAI MUNI;US
PAEW;;;
PAFA;FAI;FAIRBANKS INTL;US
PAFB; ;WAINWRIGHT;US
PAFE;AFE;KAKE;US
PAFL;TNW;;
PAFM;ABL;AMBLER;US
PAFR;;BRYANT AHP;US
PAFW;;;US
PAGA;GAL;EDWARD G. PITKA SR;US
PAGB;;;US
PAGK;GKN;GULKANA;US
PAGM;GAM;GAMBELL;US
PAGN;;;US
PAGS; ;GUSTAVUS;US
PAGT;IGT;;US
PAGY;SGY;SKAGWAY;US
PAHC;;;
PAHD;;;US
PAHE;;;
PAHG;;;
PAHN;HNS;HAINES;US
PAHO;HOM;HOMER;US
PAHP;HPB;HOOPER BAY;US
PAHS;HSL;HUSLIA;US
PAHV;HKB;Healy River Airport - Healy, Alaska, United States ;US
PAHY;;;US
PAHZ;;;US
PAIG;;;
PAII;;;
PAIK;;;US
PAIL;ILI;ILIAMNA;US
PAIM; ;INDIAN MOUNTAIN LRRS;
PAIN;;;US
PAIW;IWK;;
PAIZ;;;US
PAJC;AJC;;
PAJN;JNU;JUNEAU INTL;US
PAJO;;;US
PAJV;JVM;;US
PAJZ;JZZ;;
PAKI;IIK;;
PAKK;KKA;KOYUK ALFRED ADAMS;US
PAKL;;;
PAKN;AKN;KING SALMON;US
PAKO;;;US
PAKP;;ANAKTUVUK PASS;US
PAKT;KTN;KETCHIKAN INTL;US
PAKU;UBW;;US
PAKV;;;
PAKW;KLW;KLAWOCK;US
PAKY;;;
PALG;;;
PALH;;;US
PALJ;;;US
PALK;;;US
PALR;;;US
PALU;LUR;CAPE LISBURNE LRRS;US
PALV;;;US
PAMC;MCG;MC GRATH;US
PAMD;MDO;MIDDLETON ISLAND;US
PAMH;MHM;MINCHUMINA;US
PAML;;;US
PAMO;;;
PAMR;MRI;MERRILL FIELD;US
PAMX;;;US
PAMY;MYU;MEKORYUK;US
PANC;ANC;TED STEVENS ANCHORAGE INTL;US
PANI;ANI;ANIAK;US
PANN;ENN;NENANA MUNI;US
PANR;;;US
PANT;ANN;ANNETTE ISLAND;US
PANU;;;
PANV;ANV;ANVIK;US
PANW;;;
PAOH;HNH;HOONAH;US
PAOM;OME;NOME;US
PAOO;OOK;Toksook Bay ;US
PAOR;ORT;NORTHWAY;US
PAOT;OTZ;RALPH WIEN MEMORIAL;US
PAPB;STG;St. George, Alaska, United States;US
PAPC;KPC;PORT CLARENCE CGS;US
PAPG;PSG;PETERSBURG JAMES A JOHNSON;US
PAPH;PTH;PORT HEIDEN;US
PAPM;PTU;PLATINUM;US
PAPN;;;
PAPO;PHO;POINT HOPE;US
PAPR;;;
PAPT;;;US
PAQH;;;
PAQT;NUI;NUIQSUT;US
PARC;;;US
PARD;;;
PARS;;;
PARY;;;
PASA;SVA;SAVOONGA;US
PASC;SCC;DEADHORSE;US
PASD;SDP;SAND POINT;US
PASG;;;US
PASH;SHH;SHISHMAREF;US
PASI;SIT;SITKA ROCKY GUTIERREZ;US
PASK;WLK;SELAWIK;US
PASL;;;US
PASM; ;ST MARY'S;
PASN;SNP;ST PAUL ISLAND;US
PASO;;;
PASP;;;
PAST;;;
PASV;SVW;SPARREVOHN LRRS;US
PASW;;;US
PASX;SXQ;SOLDOTNA;US
PASY;SYA;EARECKSON AS;US
PATA;TAL;RALPH M CALHOUN MEML;US
PATC;TNC;TIN CITY LRRS;US
PATG; ;TOGIAK;
PATJ;;;US
PATK;TKA;TALKEETNA;US
PATL;TLJ;TATALINA LRRS;US
PATQ;ATK;ATQASUK EDWARD BURNELL SR MEMORIAL;US
PATU;;;
PATW;;;US
PAUD;;;
PAUM;;;US
PAUN;UNK;UNALAKLEET;US
PAUO;UUO;WILLOW;US
PAVA;;;
PAVD;VDZ;VALDEZ PIONEER FIELD;US
PAVL;;;
PAWB;;;
PAWD;SWD;SEWARD;US
PAWG;WRG;WRANGELL;US
PAWI;AIN;Wainwright, Alaska, United States;US
PAWN;WTK;NOATAK;US
PAWR;IEM;;US
PAWS;WWA;WASILLA;US
PAWT;;WAINWRIGHT AS;US
PAXK;PXK;PAXSON;US
PAYA;YAK;YAKUTAT;US
PAZK;AZK;;US
PBTI;;;US
PCIS;;;
PFYU;FYU;FORT YUKON;US
PGAC;;;US
PGNT;;;US
PGRO;ROP;Rota International Airport - Rota Island ;GU
PGSN;SPN;SAIPAN INTL;MP
PGUA;UAM;Andersen Air Force Base - Agana ;GU
PGUM;GUM;GUAM INTL;GU
PGWT;TIQ;Tinian International Airport (West Tinian) - Tinian Island ;MP
PHBK; ;BARKING SANDS PMRF;US
PHDH;HDH;DILLINGHAM;US
PHFS;;FRENCH FRIGATE SHOALS;
PHHI; ;WHEELER AAF;US
PHHN;HNM;HANA;US
PHIK;;;US
PHJH; ;KAPALUA;US
PHJR;JRF;KALAELOA;
PHKO;KOA;KONA INTL AT KEAHOLE;US
PHLI;LIH;LIHUE;US
PHLU;;;
PHMK;MKK;MOLOKAI;US
PHMU; ;WAIMEA KOHALA;US
PHNA;;;US
PHNG;NGF;KANEOHE BAY MCAF;US
PHNL;HNL;HONOLULU INTERNATIONAL;US
PHNY;LNY;LANAI;US
PHOG;OGG;KAHULUI;US
PHSF; ;BRADSHAW AAF;US
PHTO;ITO;HILO INTL;US
PHUP;UPP;UPOLU;US
PHWH;;;US
PJON;JON;Johnston Island Airport ;UM
PKMA;ENT;ENEWETAK AUX AF;MH
PKMJ;MAJ;MARSHALL ISLANDS INTL;MH
PKRO;;DYESS AAF;
PKWA;KWA;BUCHOLZ AAF;MH
PLCH;CXI;Cassidy International Airport - Kiritimati (Christmas Island) ;KI
PLFA;TNV;Fanning Island Airport;KI
PLPA;;;
PLWN;;;
PMDY;MDY;Henderson Field (Naval Air Facility) - Sand Island ;UM
POLI;;OLIKTOK LRRS;US
PPIZ;PIZ;POINT LAY LRRS;US
PTKK;TKK;CHUUK INTL;FM
PTPN;PNI;POHNPEI INTL;FM
PTRO;ROR;Palau International Airport (Babelthuap/Koror Airport) - Airai, Palau ;PW
PTSA;KSA;KOSRAE;FM
PTTK;;;FM
PTYA;YAP;YAP INTL;FM
PWAK;AWK;Wake Island Airfield ;UM
RCAY;;;CN
RCBS;KNH;KINMEN;TW
RCCM;;CIMEI;
RCDC;;;CN
RCDI;;;
RCFG;;MATSU/NANGAN;CN
RCFN;TTT;Taitung Airport - Taitung, Taiwan ;TW
RCFS;;;CN
RCFZ;;;
RCGI;;LYUDAO;
RCGM;;;CN
RCKH;KHH;Kaohsiung International Airport - Kaohsiung City ;TW
RCKU;CYI;CHIAYI;TW
RCKW;HCN;HENGCHUN;TW
RCLC;;;
RCLG;TXG;Taichung, Taiwan ;TW
RCLM;;;CN
RCLS;;;
RCLU;;;
RCLY;;LANYU;CN
RCMJ;;;CN
RCMQ;RMQ;TAICHUNG/CINGCYUANGANG;CN
RCMS;;YILAN;CN
RCMT;;MATSU/BEIGAN;
RCNN;TNN;Tainan Airport - Tainan City ;TW
RCNO;;;CN
RCPO;;;CN
RCQC;MZG;MAGONG;TW
RCQS;;;CN
RCRA;;;
RCSC;;;
RCSM;;;
RCSP;;TAIPING;
RCSQ;;PINGTUNG NORTH;CN
RCSS;TSA;Taipei Songshan Airport - Taipei City ;TW
RCTP;TPE;TAIPEI/TAIWAN TAOYUAN INTL;TW
RCUK;;;CN
RCWA;WOT;WANG-AN;TW
RCWK;;;
RCXY;;;
RCYU;HUN;Hualien Airport - Hualien ;TW
RJAA;NRT;NARITA INTL;JP
RJAF;MMJ;MATSUMOTO;JP
RJAH;;HYAKURI;JP
RJAI;;;JP
RJAK;;KASUMIGAURA;JP
RJAM;;MINAMI TORISHIMA;JP
RJAN;IHA;NIIJIMA;JP
RJAO;;;JP
RJAT;;;JP
RJAW;IWO;IWOTO;JP
